Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2013.00,31000.00,Petrol,Manual,First,17.92 ,1086,62.1,5.00,1750.00
2011.00,46000.00,Diesel,Automatic,Second,16.55 ,1968,147.51,5.00,10990.00
2012.00,47346.00,Diesel,Automatic,First,16.55 ,1968,147.51,5.00,14500.00
2009.00,100000.00,Diesel,Manual,First,17.0 ,1896,105,5.00,3110.00
2015.00,63856.00,Petrol,Automatic,First,13.7 ,1997,153.86,5.00,13960.00
2015.00,72996.00,Diesel,Manual,First,22.32 ,1582,126.32,5.00,7110.00
2014.00,23000.00,Diesel,Manual,First,24.5 ,1498,98.6,7.00,6900.00
2018.00,15985.00,Petrol,Manual,First,18.6 ,1197,81.83,5.00,7770.00
2011.00,98000.00,Diesel,Manual,Second,12.8 ,2494,102,8.00,5500.00
2014.00,70089.00,Petrol,Manual,First,18.6 ,1197,81.83,5.00,5350.00
2011.00,99000.00,Diesel,Manual,Second,13.6 ,2523,63,7.00,4500.00
2014.00,72000.00,Diesel,Manual,First,20.34 ,1498,103.2,5.00,4750.00
2015.00,44194.00,Diesel,Automatic,First,16.36 ,2179,187.7,5.00,32800.00
2005.00,102000.00,Petrol,Manual,First,17.3 ,993,60,5.00,700.00
2018.00,56652.00,Diesel,Automatic,First,13.0 ,2987,258,5.00,50290.00
2010.00,41650.00,Diesel,Manual,Second,11.5 ,2982,171,7.00,10990.00
2015.00,61717.00,Petrol,Automatic,First,18.9 ,1197,82,5.00,5570.00
2018.00,25302.00,Diesel,Manual,First,25.4 ,1186,73.97,5.00,5900.00
2016.00,47016.00,Petrol,Manual,First,15.29 ,1591,121.3,5.00,9430.00
2010.00,69000.00,Petrol,Manual,First,20.36 ,1197,78.9,5.00,2900.00
2016.00,32700.00,Petrol,Manual,First,19.4 ,1198,86.8,5.00,3680.00
2015.00,101337.00,Diesel,Automatic,First,12.55 ,2982,168.5,7.00,21670.00
2011.00,59000.00,Diesel,Automatic,First,16.55 ,1968,140,5.00,12500.00
2018.00,41736.00,Diesel,Automatic,First,11.36 ,2755,171.5,7.00,19920.00
2014.00,71649.00,Diesel,Manual,First,25.1 ,1498,98.6,5.00,6750.00
2015.00,80606.00,Diesel,Manual,First,25.1 ,1498,98.6,5.00,6960.00
2017.00,63262.00,Petrol,Manual,First,21.7 ,999,67,5.00,3250.00
2018.00,5456.00,Diesel,Manual,First,28.4 ,1248,74,5.00,8650.00
2017.00,7500.00,Petrol,Automatic,First,23.1 ,998,67.04,5.00,5000.00
2011.00,66000.00,Diesel,Manual,First,15.1 ,2179,140,7.00,5500.00
2010.00,66770.00,Petrol,Manual,Second,20.36 ,1197,78.9,5.00,2600.00
2014.00,58472.00,Petrol,Manual,First,19.81 ,1086,68.05,5.00,3410.00
2011.00,46687.00,Petrol,Manual,First,22.0 ,1197,81.80,5.00,2700.00
2008.00,77000.00,Petrol,Automatic,Fourth & Above,9.7 ,1995,163.5,5.00,5500.00
2012.00,7000.00,Petrol,Automatic,First,14.33 ,1984,226.6,4.00,35000.00
2011.00,48000.00,Petrol,Automatic,Second,14.74 ,1991,184,5.00,9750.00
2013.00,47000.00,Diesel,Manual,First,21.64 ,1461,84.8,5.00,4250.00
2015.00,51530.00,Petrol,Manual,First,18.9 ,998,67.1,5.00,3200.00
2014.00,25789.00,Diesel,Manual,Second,23.4 ,1248,74,5.00,6850.00
2015.00,48000.00,Diesel,Manual,First,25.8 ,1498,98.6,5.00,4500.00
2012.00,52000.00,Diesel,Manual,First,28.4 ,1248,74,5.00,3550.00
2010.00,95637.00,CNG,Manual,Second,13.2,1495,93.7,5.00,1900.00
2008.00,131000.00,Diesel,Manual,First,10.5 ,2609,120,7.00,3600.00
2015.00,42076.00,Diesel,Automatic,First,13.0 ,2143,201.1,5.00,21800.00
2012.00,76000.00,Diesel,Manual,Second,13.0 ,2982,168.5,7.00,13500.00
2016.00,20487.00,Petrol,Manual,First,22.7 ,799,53.64,5.00,2660.00
2010.00,43000.00,Petrol,Manual,Second,16.8 ,1497,116.3,5.00,3750.00
2018.00,17000.00,Petrol,Automatic,First,19.16 ,2494,158.2,5.00,32000.00
2016.00,60805.00,Diesel,Manual,First,26.0 ,1498,98.6,5.00,8070.00
2012.00,58775.00,Diesel,Manual,First,19.33 ,1968,138.1,5.00,5640.00
2013.00,70181.00,Diesel,Automatic,First,17.68 ,1968,174.33,5.00,23990.00
2016.00,85827.00,Diesel,Manual,First,20.77 ,1248,88.76,7.00,7500.00
2016.00,58205.00,Diesel,Automatic,First,19.27 ,2143,167.62,5.00,27000.00
2008.00,91000.00,Diesel,Manual,Second,19.3 ,1248,73.9,5.00,2850.00
2012.00,74000.00,Diesel,Manual,First,19.01 ,1461,108.45,5.00,6350.00
2010.00,79324.00,Diesel,Manual,First,21.1 ,1248,73.9,5.00,3300.00
2013.00,38623.00,Petrol,Manual,First,19.1 ,1197,85.8,5.00,5000.00
2014.00,59923.00,Diesel,Manual,First,22.9 ,1248,74,5.00,6460.00
2017.00,23360.00,Petrol,Manual,First,21.1 ,814,55.2,5.00,3750.00
2003.00,61495.00,Petrol,Manual,Third,17.3 ,993,60,5.00,1520.00
2012.00,56661.00,Petrol,Manual,First,15.1 ,1196,73,7.00,3610.00
2017.00,40318.00,Diesel,Automatic,First,14.16 ,1968,174.3,5.00,43740.00
2014.00,60000.00,Diesel,Automatic,First,15.73 ,1968,174.33,5.00,20000.00
2008.00,103000.00,Diesel,Automatic,Second,0.0 ,799,null,2.00,3000.00
2010.00,130000.00,Diesel,Manual,First,19.3 ,1248,73.9,5.00,3650.00
2013.00,20000.00,Diesel,Manual,First,14.07 ,1978,83.1,10.00,5250.00
2016.00,76000.00,Diesel,Automatic,First,15.97 ,2993,258,7.00,58000.00
2015.00,30000.00,Petrol,Automatic,First,18.0 ,1497,117.3,5.00,8650.00
2015.00,150000.00,Diesel,Manual,First,25.0 ,1396,69.01,5.00,2500.00
2014.00,28000.00,Petrol,Automatic,First,16.93 ,1197,103.6,5.00,7750.00
2015.00,74000.00,Petrol,Manual,First,23.1 ,998,67.04,5.00,4150.00
2011.00,75000.00,Diesel,Manual,First,11.5 ,2982,171,7.00,10850.00
2010.00,76000.00,Petrol,Automatic,Second,11.3 ,2360,170,5.00,5530.00
2014.00,64889.00,Diesel,Automatic,First,15.5 ,1896,105,5.00,11500.00
2010.00,10000.00,Petrol,Manual,First,9.0 ,3436,null,2.00,40000.00
2015.00,43000.00,Diesel,Manual,First,19.67 ,1582,126.2,5.00,9250.00
2011.00,47490.00,Petrol,Manual,First,17.5 ,1198,75,5.00,2290.00
2015.00,80000.00,Diesel,Manual,First,22.77 ,1498,98.59,5.00,7000.00
2007.00,60000.00,Petrol,Manual,Second,18.2 ,1061,64,5.00,1650.00
2017.00,6006.00,Petrol,Manual,First,20.73 ,1373,91.1,5.00,8250.00
2011.00,71703.00,Petrol,Automatic,First,14.74 ,1991,181.03,5.00,9140.00
2016.00,33000.00,Petrol,Manual,First,17.8 ,1198,86.7,5.00,6500.00
2012.00,60000.00,Diesel,Manual,First,23.59 ,1364,null,5.00,2950.00
2015.00,91000.00,Diesel,Manual,First,19.87 ,1461,83.8,5.00,5750.00
2012.00,72000.00,LPG,Manual,First,26.2,998,58.2,5.00,2850.00
2011.00,43000.00,Petrol,Manual,Second,16.47 ,1198,73.9,5.00,2100.00
2017.00,63770.00,Diesel,Manual,First,19.67 ,1582,126.2,5.00,13550.00
2012.00,43510.00,Diesel,Automatic,First,14.74 ,2993,270.9,5.00,20500.00
2017.00,52000.00,Diesel,Manual,First,16.3 ,1956,170,5.00,20000.00
2018.00,31427.00,Diesel,Automatic,First,15.68 ,1999,177,5.00,59720.00
2016.00,29000.00,Diesel,Manual,First,27.39 ,1248,74,5.00,6500.00
2016.00,56000.00,Diesel,Manual,First,28.09 ,1248,88.5,5.00,7500.00
2007.00,76000.00,Petrol,Manual,Second,15.0 ,1586,104.68,5.00,2150.00
2015.00,53615.00,Diesel,Manual,First,22.7 ,1582,126.24,5.00,8440.00
2013.00,132000.00,Diesel,Manual,First,13.5 ,2477,175.56,7.00,12490.00
2017.00,14800.00,Petrol,Manual,First,17.0 ,1198,73.75,5.00,5480.00
2013.00,35433.00,Petrol,Manual,First,18.5 ,1197,85.80,5.00,4200.00
2013.00,82966.00,Diesel,Manual,First,16.8 ,1493,110,5.00,7200.00
2014.00,96000.00,Diesel,Manual,First,23.4 ,1248,74,5.00,4800.00
2017.00,39528.00,Diesel,Manual,First,25.32 ,1198,77,6.00,5830.00
2018.00,92056.00,Diesel,Manual,First,13.68 ,2393,147.8,7.00,18390.00
2016.00,14930.00,Petrol,Manual,First,21.4 ,1197,83.1,5.00,5850.00
2016.00,38000.00,Diesel,Manual,First,27.3 ,1498,98.6,5.00,6210.00
2013.00,71000.00,Petrol,Manual,First,17.0 ,1197,80,5.00,3650.00
2012.00,71000.00,Diesel,Manual,First,23.0 ,1396,90,5.00,3700.00
2015.00,50000.00,Diesel,Automatic,First,19.27 ,2143,167.62,5.00,30000.00
2016.00,48163.00,Petrol,Manual,First,19.1 ,1197,82,5.00,4850.00
2017.00,19168.00,Petrol,Automatic,First,18.9 ,1197,82,5.00,6930.00
2016.00,26000.00,Petrol,Manual,First,22.74 ,796,47.3,5.00,2600.00
2014.00,37400.00,Petrol,Manual,First,18.2 ,1199,82.5,5.00,1890.00
2018.00,8682.00,Diesel,Automatic,First,0.0 ,1950,194,5.00,39500.00
2012.00,95000.00,Petrol,Automatic,First,13.7 ,1798,157.75,5.00,10000.00
2009.00,34000.00,Diesel,Automatic,First,16.55 ,1968,147.51,5.00,9950.00
2014.00,95000.00,Diesel,Manual,Second,12.8 ,2494,102,8.00,9450.00
2017.00,13689.00,Diesel,Automatic,First,17.9 ,2143,136,5.00,28250.00
2008.00,84000.00,Petrol,Manual,Second,19.81 ,1086,68.05,5.00,1800.00
2008.00,47000.00,Petrol,Manual,Second,17.5 ,1298,85.8,5.00,1400.00
2015.00,60001.00,Diesel,Automatic,First,21.66 ,1498,103.52,5.00,7250.00
2012.00,96000.00,Diesel,Manual,First,21.1 ,1248,73.9,5.00,3600.00
2004.00,47300.00,Petrol,Manual,Second,14.4 ,1599,94,5.00,1200.00
2014.00,28246.00,Petrol,Manual,Second,17.8 ,1198,86.7,5.00,4940.00
2007.00,65000.00,Petrol,Manual,Second,18.9 ,998,67.1,5.00,1250.00
2013.00,68000.00,Diesel,Manual,Second,22.07 ,1199,73.9,5.00,4800.00
2019.00,11209.00,Diesel,Automatic,First,12.62 ,2198,158,7.00,31150.00
2011.00,41980.00,Petrol,Manual,Second,17.0 ,1197,80,5.00,3300.00
2012.00,65000.00,Diesel,Manual,First,25.44 ,936,57.6,5.00,2400.00
2010.00,38000.00,Petrol,Manual,First,14.8 ,1799,130.2,5.00,2000.00
2014.00,51000.00,Petrol,Manual,First,20.51 ,998,67.04,5.00,3100.00
2014.00,33855.00,Petrol,Manual,First,15.0 ,1598,103.6,5.00,5090.00
2006.00,146000.00,Petrol,Manual,Second,15.4 ,1590,94,5.00,1050.00
2015.00,47037.00,Diesel,Manual,Second,22.77 ,1498,98.59,5.00,7000.00
2010.00,58000.00,Petrol,Manual,Second,13.2 ,1495,94,5.00,2500.00
2012.00,61240.00,Diesel,Automatic,First,22.48 ,1995,190,5.00,17500.00
2011.00,91211.00,Petrol,Manual,First,20.92 ,998,67.1,5.00,2100.00
2013.00,84000.00,Diesel,Automatic,First,15.73 ,1968,174.33,5.00,17750.00
2008.00,64226.00,LPG,Manual,First,17.3,1061,57.5,5.00,1450.00
2005.00,67000.00,Petrol,Automatic,Second,11.3 ,1794,125,5.00,2450.00
2011.00,106976.00,Diesel,Automatic,First,13.5 ,2400,215,5.00,13800.00
2016.00,27210.00,Diesel,Manual,First,27.3 ,1498,98.6,5.00,5850.00
2017.00,26322.00,Diesel,Manual,First,28.09 ,1248,88.5,5.00,8900.00
2016.00,9107.00,Petrol,Manual,First,20.4 ,1197,81.80,5.00,5150.00
2015.00,63983.00,Diesel,Automatic,First,19.27 ,2143,170,5.00,16560.00
2010.00,134000.00,Petrol,Manual,Second,18.9 ,1061,67,5.00,1650.00
2015.00,11000.00,Petrol,Automatic,First,15.5 ,1595,120.7,5.00,16000.00
2008.00,93000.00,Petrol,Manual,First,0.0 ,1086,62,5.00,1450.00
2017.00,24852.00,Diesel,Automatic,First,26.59 ,1248,74,5.00,8080.00
2014.00,37632.00,Petrol,Automatic,First,18.9 ,1197,82,5.00,4500.00
2013.00,55000.00,Petrol,Manual,Second,16.95 ,1498,97.7,5.00,4300.00
2010.00,81448.00,Petrol,Manual,First,19.0 ,998,66.1,5.00,2600.00
2018.00,1900.00,Petrol,Manual,First,25.17 ,799,53.3,5.00,4450.00
2012.00,54957.00,Petrol,Automatic,First,17.1 ,1591,121.4,5.00,5370.00
2008.00,55000.00,Petrol,Manual,Second,18.9 ,1061,67,5.00,1750.00
2013.00,21983.00,Diesel,Automatic,First,18.88 ,1995,184,5.00,16500.00
2013.00,76000.00,Diesel,Automatic,First,18.48 ,1995,177,5.00,19000.00
2016.00,65000.00,Diesel,Manual,First,25.0 ,1396,69.01,5.00,2800.00
2015.00,26000.00,Diesel,Manual,First,22.54 ,1396,88.73,5.00,6200.00
2019.00,11571.00,Petrol,Manual,First,16.8 ,796,34.2,8.00,3800.00
2014.00,81000.00,Diesel,Manual,First,25.2 ,1248,74,5.00,6100.00
2019.00,23154.00,Diesel,Manual,First,23.0 ,1498,98.96,5.00,11650.00
2014.00,26856.00,Petrol,Automatic,First,16.5 ,1198,86.8,5.00,4150.00
2017.00,67489.00,Diesel,Manual,First,13.68 ,2393,147.8,7.00,16500.00
2008.00,176000.00,Diesel,Manual,Second,10.5 ,2179,120,8.00,4300.00
2010.00,18000.00,Petrol,Manual,First,18.5 ,1197,80,5.00,2250.00
2014.00,63003.00,Diesel,Manual,First,22.32 ,1582,126.32,5.00,6750.00
2014.00,80000.00,Diesel,Manual,First,15.1 ,2179,140,7.00,9400.00
2014.00,56658.00,Diesel,Manual,First,20.64 ,1498,108.5,5.00,5390.00
2019.00,18592.00,Diesel,Manual,First,26.59 ,1248,74,5.00,8510.00
2010.00,75695.00,Petrol,Manual,First,13.7 ,1368,88.8,5.00,1850.00
2012.00,82000.00,Diesel,Manual,Second,22.9 ,1248,74,5.00,2500.00
2013.00,60000.00,Diesel,Manual,First,22.07 ,1199,73.9,5.00,4750.00
2009.00,138000.00,Petrol,Manual,Second,17.0 ,1497,118,5.00,3500.00
2014.00,67000.00,Diesel,Manual,First,23.0 ,1396,90,5.00,5500.00
2012.00,42750.00,Petrol,Manual,First,17.0 ,1497,118,5.00,6330.00
2014.00,52398.00,Diesel,Manual,First,25.44 ,936,57.6,5.00,2470.00
2014.00,36657.00,Petrol,Manual,First,16.2 ,995,62.1,5.00,3300.00
2011.00,77000.00,Diesel,Manual,Second,11.57 ,2179,138.1,7.00,3500.00
2014.00,85000.00,Diesel,Automatic,First,11.3 ,2987,254.8,7.00,38750.00
2008.00,112500.00,Diesel,Automatic,First,11.5 ,2993,235,5.00,7990.00
2013.00,105072.00,Diesel,Manual,First,14.24 ,2755,174.5,7.00,13280.00
2012.00,80000.00,Petrol,Automatic,First,11.25 ,1995,150,5.00,9500.00
2019.00,3102.00,Diesel,Manual,First,20.37 ,1461,108.45,5.00,14010.00
2016.00,14656.00,Diesel,Manual,First,24.4 ,1120,71,5.00,6990.00
2010.00,105000.00,Diesel,Automatic,Second,13.2 ,1995,170,5.00,11000.00
2008.00,61000.00,Petrol,Automatic,Second,10.8 ,2497,215,5.00,11000.00
2010.00,85046.00,Petrol,Manual,Second,18.06 ,1198,75,5.00,2300.00
2014.00,48000.00,Diesel,Automatic,First,16.36 ,2179,187.7,5.00,26500.00
2011.00,55000.00,Diesel,Automatic,First,10.2 ,4367,308,7.00,67000.00
2017.00,4000.00,Petrol,Automatic,First,16.0 ,1368,160,5.00,17750.00
2010.00,94000.00,Petrol,Automatic,Second,10.1 ,2354,152,5.00,4800.00
2013.00,61110.00,Petrol,Manual,First,18.6 ,1197,85.8,5.00,4570.00
2016.00,80000.00,Diesel,Manual,First,24.4 ,1120,71,5.00,3500.00
2015.00,43190.00,Diesel,Manual,First,19.01 ,1461,108.5,5.00,7610.00
2015.00,45000.00,Diesel,Automatic,First,18.25 ,1968,187.74,5.00,25000.00
2016.00,44178.00,Petrol,Manual,First,18.9 ,1197,82,5.00,5880.00
2015.00,84415.00,Diesel,Manual,First,12.99 ,2494,100.6,8.00,13500.00
2015.00,35000.00,Petrol,Manual,First,18.5 ,1197,80,5.00,4600.00
2013.00,44000.00,Diesel,Manual,First,22.77 ,1498,98.59,5.00,4900.00
2012.00,67635.00,Petrol,Manual,First,17.0 ,1497,118,5.00,5250.00
2018.00,18385.00,Petrol,Automatic,First,14.8 ,1497,121.36,5.00,12410.00
2014.00,35000.00,Diesel,Manual,First,22.07 ,1199,73.9,5.00,3800.00
2010.00,49000.00,Diesel,Automatic,First,19.27 ,2143,170,5.00,8950.00
2013.00,69000.00,Diesel,Manual,First,22.7 ,1498,89.84,5.00,7200.00
2017.00,23228.00,Petrol,Manual,First,14.4 ,1396,65,5.00,4500.00
2014.00,68462.00,Diesel,Manual,First,26.59 ,1248,74,5.00,4150.00
2016.00,74611.00,Diesel,Manual,First,25.1 ,1248,88.5,5.00,7940.00
2014.00,90000.00,Diesel,Manual,First,19.01 ,1461,108.45,5.00,7250.00
2016.00,22000.00,Petrol,Manual,First,18.9 ,998,67.1,5.00,3700.00
2010.00,58163.00,Petrol,Manual,First,0.0 ,1086,62,5.00,2450.00
2011.00,109500.00,Diesel,Manual,Third,25.44 ,936,57.6,5.00,1500.00
2017.00,13363.00,Diesel,Manual,First,16.0 ,1997,140,7.00,12000.00
2012.00,51000.00,Petrol,Manual,Second,19.81 ,1086,68.05,5.00,2200.00
2007.00,103000.00,Diesel,Manual,First,13.93 ,2179,138,7.00,3600.00
2009.00,43002.00,Petrol,Manual,First,20.36 ,1197,78.9,5.00,1920.00
2016.00,108000.00,Diesel,Automatic,First,11.36 ,2755,171.5,7.00,20500.00
2010.00,82407.00,Diesel,Manual,First,17.5 ,1896,106,5.00,4250.00
2013.00,29000.00,Petrol,Manual,First,18.9 ,1197,82,5.00,3200.00
2012.00,225000.00,Diesel,Manual,Second,23.59 ,1364,null,5.00,2600.00
2014.00,45000.00,Diesel,Manual,First,23.4 ,1248,74,5.00,3850.00
2010.00,93401.00,Diesel,Manual,First,23.0 ,1396,90,5.00,3480.00
2017.00,95802.00,Diesel,Manual,Second,25.83 ,1498,99,5.00,4550.00
2016.00,130000.00,Diesel,Manual,First,25.47 ,1248,88.50,7.00,7000.00
2013.00,67443.00,Diesel,Manual,First,20.77 ,1248,88.8,7.00,5750.00
2016.00,47681.00,Petrol,Automatic,First,16.8 ,1497,116.3,5.00,8730.00
2009.00,35000.00,Petrol,Manual,First,19.7 ,796,46.3,5.00,1700.00
2016.00,68000.00,Diesel,Automatic,First,10.91 ,3198,197,7.00,29500.00
2019.00,34688.00,Diesel,Manual,First,24.3 ,1248,88.5,5.00,10490.00
2015.00,10512.00,Petrol,Automatic,First,8.6 ,2706,265,2.00,64000.00
2016.00,58000.00,Diesel,Manual,First,22.9 ,1248,74,5.00,7550.00
2014.00,40000.00,Petrol,Manual,First,17.57 ,1193,88.7,5.00,3950.00
2010.00,61000.00,Petrol,Manual,Fourth & Above,17.0 ,1197,80,5.00,3250.00
2009.00,86000.00,Diesel,Manual,First,19.4 ,1422,70,5.00,2750.00
2015.00,45000.00,Diesel,Manual,First,21.43 ,1364,87.2,5.00,7350.00
2017.00,55000.00,Petrol,Manual,First,17.0 ,1198,73.75,5.00,4700.00
2016.00,36855.00,Petrol,Manual,Second,15.29 ,1591,121.3,5.00,8770.00
2013.00,46821.00,Petrol,Manual,First,20.36 ,1197,78.9,5.00,3420.00
2015.00,120000.00,Petrol,Manual,First,18.6 ,1199,76.8,5.00,2500.00
2012.00,29000.00,Diesel,Automatic,First,14.74 ,2993,270.9,5.00,20000.00
2014.00,40000.00,Petrol,Manual,First,13.24 ,1598,102.5,5.00,5250.00
2013.00,60000.00,Diesel,Automatic,Second,15.73 ,1968,174.33,5.00,14500.00
2011.00,64984.00,Petrol,Automatic,First,16.95 ,1197,78.9,5.00,3450.00
2015.00,73204.00,Petrol,Automatic,First,24.07 ,998,67.1,5.00,3300.00
2014.00,50000.00,Diesel,Automatic,First,11.33 ,4134,335.2,7.00,51000.00
2017.00,35000.00,Diesel,Manual,First,24.3 ,1248,88.5,5.00,6500.00
2013.00,17729.00,Petrol,Manual,First,21.1 ,814,55.2,5.00,3650.00
2012.00,97000.00,Diesel,Manual,First,20.0 ,1497,115,5.00,7250.00
2014.00,89614.00,Diesel,Manual,First,22.0 ,1582,126.2,5.00,6010.00
2015.00,14000.00,Petrol,Manual,First,18.9 ,998,67.1,5.00,2800.00
2012.00,50000.00,Petrol,Manual,First,17.0 ,1197,80,5.00,4000.00
2014.00,62505.00,Petrol,Manual,First,17.4 ,1497,117.3,5.00,5950.00
2011.00,248000.00,Diesel,Manual,Second,12.8 ,2494,102,7.00,9200.00
2012.00,94900.00,Diesel,Manual,First,16.8 ,1493,110,5.00,5350.00
2017.00,55000.00,Diesel,Manual,First,17.6 ,2179,153.86,7.00,12000.00
2015.00,53735.00,Diesel,Automatic,Second,12.07 ,2967,241.4,7.00,38940.00
2008.00,53934.00,Petrol,Manual,Second,18.9 ,998,67.1,5.00,2690.00
2013.00,58500.00,Diesel,Automatic,Second,17.09 ,1995,218,5.00,27500.00
2014.00,48000.00,Petrol,Manual,First,18.0 ,1198,86.7,5.00,2750.00
2016.00,24000.00,Petrol,Manual,First,24.7 ,796,47.3,5.00,2800.00
2016.00,52001.00,Petrol,Manual,First,17.01 ,1591,121.3,5.00,6450.00
2018.00,9565.00,Petrol,Manual,First,23.84 ,1199,84,5.00,5880.00
2013.00,32953.00,Petrol,Manual,First,18.6 ,1197,85.8,5.00,4650.00
2014.00,18000.00,Petrol,Manual,First,21.1 ,814,55.2,5.00,2500.00
2018.00,20446.00,Petrol,Automatic,First,12.6 ,1950,191.34,5.00,51350.00
2016.00,33016.00,Diesel,Manual,First,22.54 ,1396,88.73,5.00,6850.00
2012.00,48000.00,Diesel,Manual,First,23.59 ,1364,67.05,5.00,5250.00
2014.00,72022.00,Diesel,Manual,First,21.43 ,1364,87.2,5.00,9230.00
2014.00,34000.00,Diesel,Automatic,First,20.7 ,1496,113.98,5.00,22000.00
2014.00,69000.00,Diesel,Manual,First,20.14 ,1498,88.8,5.00,5190.00
2009.00,108000.00,Petrol,Automatic,First,13.7 ,1798,157.75,5.00,4350.00
2013.00,34700.00,Diesel,Automatic,First,10.0 ,2148,170,5.00,24500.00
2015.00,79000.00,Diesel,Manual,First,17.8 ,1248,75,5.00,5750.00
2016.00,58197.00,Petrol,Automatic,First,18.0 ,1497,117.3,5.00,9190.00
2008.00,66000.00,Petrol,Automatic,Second,8.45 ,2979,321,5.00,10750.00
2009.00,60000.00,Petrol,Automatic,First,19.2 ,1197,80,5.00,2990.00
2014.00,57000.00,Diesel,Manual,First,26.59 ,1248,74,5.00,3890.00
2018.00,45555.00,Diesel,Manual,First,26.0 ,1498,98.6,5.00,11730.00
2016.00,55137.00,Petrol,Manual,First,14.0 ,796,35,5.00,3110.00
2014.00,93325.00,Diesel,Manual,Second,17.2 ,1968,138.1,5.00,14450.00
2018.00,38000.00,Diesel,Manual,First,24.52 ,1248,88.5,7.00,8700.00
2016.00,57738.00,Diesel,Manual,First,24.0 ,1120,70,5.00,5040.00
2017.00,38282.00,Diesel,Manual,First,28.09 ,1248,88.5,5.00,8500.00
2014.00,64000.00,Diesel,Automatic,First,19.27 ,2143,170,5.00,15650.00
2015.00,32000.00,Diesel,Manual,First,20.5 ,1248,91.72,5.00,5650.00
2010.00,83000.00,Petrol,Automatic,First,10.93 ,2497,204,5.00,16500.00
2011.00,76000.00,CNG,Manual,First,26.3,998,67.1,5.00,2000.00
2012.00,67200.00,Petrol,Manual,First,15.04 ,1598,103.6,5.00,3900.00
2013.00,62655.00,Diesel,Automatic,First,18.88 ,1995,184,5.00,14500.00
2015.00,16900.00,Diesel,Automatic,First,14.69 ,2993,258,5.00,44000.00
2017.00,8471.00,Petrol,Manual,First,18.9 ,1197,81.86,5.00,5000.00
2016.00,69000.00,Diesel,Automatic,First,11.36 ,2755,171.5,7.00,19750.00
2017.00,30090.00,Diesel,Automatic,First,19.6 ,1461,108.45,5.00,11440.00
2011.00,120000.00,Diesel,Manual,First,18.0 ,1248,75,5.00,1750.00
2013.00,23000.00,Diesel,Manual,First,17.8 ,1248,null,5.00,5600.00
2016.00,35939.00,Petrol,Manual,First,12.3 ,1796,185,5.00,30420.00
2013.00,116694.00,Diesel,Manual,First,15.1 ,2179,140,7.00,9570.00
2016.00,40448.00,Diesel,Manual,First,15.96 ,2523,62.1,7.00,3500.00
2018.00,64456.00,Diesel,Manual,First,24.3 ,1248,88.5,5.00,10460.00
2014.00,52782.00,Diesel,Manual,First,20.5 ,1248,91.72,5.00,4850.00
2016.00,51672.00,Petrol,Manual,First,19.5 ,1199,88.76,5.00,5680.00
2015.00,56073.00,Petrol,Automatic,First,13.7 ,1798,157.75,5.00,13250.00
2011.00,65000.00,Diesel,Automatic,First,14.74 ,2993,270.9,5.00,16000.00
2013.00,79000.00,Petrol,Manual,First,18.9 ,998,67.1,5.00,3000.00
2007.00,43206.00,Petrol,Manual,First,17.0 ,1086,null,5.00,990.00
2010.00,70200.00,Petrol,Automatic,First,14.53 ,1798,138.1,5.00,5000.00
2016.00,42000.00,Petrol,Manual,First,16.1 ,1197,85,5.00,4750.00
2014.00,62000.00,Petrol,Manual,First,16.47 ,1198,74,5.00,5350.00
2017.00,20000.00,Petrol,Manual,First,18.9 ,1197,81.86,5.00,5980.00
2011.00,80000.00,Diesel,Manual,Third,21.5 ,1248,88.8,5.00,3500.00
2018.00,50234.00,Petrol,Manual,First,18.9 ,1197,81.86,5.00,4770.00
2016.00,50003.00,Petrol,Manual,First,21.4 ,1197,83.1,5.00,5450.00
2018.00,1000.00,Petrol,Automatic,First,20.3 ,1199,84,5.00,6850.00
2016.00,54897.00,Diesel,Automatic,First,26.59 ,1248,74,5.00,7300.00
2007.00,108995.00,Petrol,Manual,First,15.3 ,1193,65.3,5.00,1250.00
2015.00,73000.00,Diesel,Manual,First,22.7 ,1598,118,5.00,8250.00
2008.00,65000.00,Petrol,Manual,First,16.1 ,1298,88.2,5.00,2710.00
2016.00,32000.00,Petrol,Manual,First,19.1 ,1197,82,5.00,3600.00
2010.00,65000.00,Petrol,Manual,First,18.5 ,1197,80,5.00,3000.00
2016.00,21600.00,Petrol,Automatic,First,23.1 ,998,67.04,5.00,4650.00
2010.00,39000.00,Diesel,Automatic,First,14.84 ,2143,170,5.00,9500.00
2011.00,58075.00,Petrol,Manual,First,17.5 ,1298,85.8,5.00,2950.00
2011.00,58000.00,Petrol,Manual,First,15.04 ,1598,103.6,5.00,3000.00
2015.00,58000.00,Diesel,Manual,First,25.2 ,1248,74,5.00,5950.00
2008.00,89000.00,Petrol,Automatic,First,14.53 ,1798,138.1,5.00,4000.00
2008.00,72000.00,Petrol,Manual,First,13.5 ,1799,130,5.00,2500.00
2017.00,1800.00,Petrol,Automatic,First,16.05 ,1499,110.4,5.00,11370.00
2010.00,172050.00,Diesel,Manual,Second,19.0 ,1248,93,5.00,2250.00
2013.00,46230.00,Petrol,Manual,First,19.81 ,1086,68.05,5.00,3100.00
2014.00,86925.00,Diesel,Automatic,First,11.2 ,2400,215,5.00,17180.00
